id,sentence1,sentence2,label
52,@saiuron ترامپ تلاش کرد گندی که کارتر و اوباما و دموکرات ها خاورمیانه زدن جبران کنه تا حدودی به هدفش رسیده برنامش این بود در چهار ساله دوم ریاست جمهوریش کار حزب الله و ج.ا تموم کنه که متأسفانه چین با ویروس کرونا و همدستی دموکرات ها ممکنه مردم آمریکا فریب بده تا به ترامپ رای ندن 😐,@euronews_pe احتمالا این نماینده پارلمان نروژ احمقی است هم افق با ترامپ!  ترامپ یک تروریست(ترور قاسم سلیمانی) است و باید محاکمه شود  ترامپ باید بابت سرکوب مردم امریکا،ایجاد تفرقه بین مردم امریکا،بی کفایتی اقتصادی،و بی کفایتی در بحران کرونا نیز باید محاکمه شود https://t.co/ELF7J8jDCs,nonparaphrase
53,حملات ترامپ و بایدن کم کم دارد ۱۸+ می‌شود! ترامپ گفته بایدن باید قبل از مناظره تست مواد بدهد! ستاد بایدن گفته او در مناظره از «کلمات» استفاده می‌کند و اگر ترامپ «ادرار» می‌خواهد، همه‌اش برای خودش! همان‌طور که در برابر بحران کرونا صرفا ادرار کرد و ۲۰۰ هزار تلفات به جا گذاشت. https://t.co/RcAuYBibvW,فقط یه ایرانی غیور، پولی که ترامپ برای دوران کرونا بهش داده رو میفرسته ایران که واسش زمین بخرن   خسته نباشی دلاور  خدا قوت پهلوان,nonparaphrase
54,@saiuron ترامپ تلاش کرد گندی که کارتر و اوباما و دموکرات ها خاورمیانه زدن جبران کنه تا حدودی به هدفش رسیده برنامش این بود در چهار ساله دوم ریاست جمهوریش کار حزب الله و ج.ا تموم کنه که متأسفانه چین با ویروس کرونا و همدستی دموکرات ها ممکنه مردم آمریکا فریب بده تا به ترامپ رای ندن 😐,ترامپ با فریاد سر دادن ساخت داروی کرونا می‌خواهد در بین مردم جهان محبوب بشود غافل از اینکه منفور ترین شخص در جهان است #تحریف_دشمنی,nonparaphrase
55,کاخ سفید: لوینسون مامور سیا، در ایران نیست,کاخ سفید: رابرت لوینسون در ایران نیست,paraphrase
56,برنامه تولید واکسن ویروس کرونا با سرعت بالا بودجه می‌خواهد. ترامپ یا بایدن که خودشان نمی‌روند در آزمایشگاه واکسن کشف کنند. بودجه تامین می‌کنند تا متخصصان و دانشمندان این کار را انجام دهند. طرح واکسیناسیون ۳۰۰ میلیون نفر را تا ژانویه ۲۰۲۱ درست و قابل دفاع بود‌ و رئیس جمهور ایالات,@roshangarnasl انگلیس و فرانسه اعلام کرده اند که کورونا در کشورشان بالا رفته است. اینهم یکی دیگر از گناه های ترامپ است که نتوانسته است جلوی کورونا را در ان کشور ها بگیرد. بایدن گویا برنامه کاملی برای از بین بردن کرونا دارد.,nonparaphrase
57,RT @HananyaPersian: سخنان روحانی در سازمان ملل به جهان درباره ایران و آنچه واقعیت است . https://t.co/mqcqvFX67I,الیوت ابرامز، نماینده ویژه آمریکا در امور ایران، اعلام کرد همه تحریم‌های سازمان ملل علیه تهران شنبه ساعت ۸ شب به وقت واشینگتن بازمی‌گردند.  😐😐فهمیدید پیروزی روحانی چیه؟ 😂,nonparaphrase
58,در انتخابات امریکا اگر رای گیری پستی نشه  شک نکنید ترامپ بار  دیگر  رئیس جمهور میشه . دمکرات ها و گلوبالیست ها فقط بخاطر اینکه بتونن انتخابات پستی کنن کرونا ساختن و به این مرحله   رسوندن تا بتونن ترامپ شکست بدن ‌ و   با  تقلب بایدن بفرستن کاخ سفید...   https://t.co/Zc9507NNl2,در انتخابات ۲۰۱۶ درحالی که کلینتون و اوباما، پیروزی ترامپ را تبریک گفتند، در ۵۰ شهر علیه او تظاهرات شد. اکنون که طرفین یکدیگر را به تقلب متهم می‌کنند، ترامپ مجری انتخابات است، اعتراضات به بی‌عدالتی جریان دارد و کرونا معیشت عمومی را نشانه گرفته، وقوع جنگ داخلی حتمی است. #تایتانیک https://t.co/WkMa5wvy6m,nonparaphrase
59,فوقش یه سال دیرتر میرم آمریکا ولی خب راحت تر زندگی میکنم، ها؟ البته با این داستانای کرونا و سخت گیریای ترامپ و اوضاع قمر در عقرب کشور معلوم نیس همه چیمم اوکی بشه خودمو بتونم برسونم 1.5 سال دیگه اونجا. حالا بذار بشه 2.5 سال.,امارات همکاری و مشارکت و رفت و آمد داشته از قبل هم در مورد کرونا عادی سازی از قبل بوده است  اما اینکه رسانه ای شد یکی از دلایلش این است که آقای ترامپ نیاز به دستآورد خارجی دارد چون خودش، هیچ دست‌آوردی ندارد، از کرونا و بیکاری و گرانی و خارج شدن از برجام کلا هیچ!  #نصر_من_الله,nonparaphrase
60,خبر رسیده روسیه واکسن کرونا رو ساخته امیدوارم شایعه نباشه😒,@pootinof خبر داری روسیه میگه واکسن کرونا رو کشف کرده؟ میگن توعم تاییدش کردی ک*کش,nonparaphrase
61,واکسن کرونا رو روی این‌جاکش امتحان کنین اگه زنده موند واکسن ایمنه اگه مُرد کشور ایمنه   #Justice4navid https://t.co/hv4MEpG5LP,واکسن کرونا رو باید روی هیئت دولت آزمایش کرد: ۱- اگرزنده ماندند، واکسن ایمن است. ۲- اگر فوت کردند، کشور ایمن است. 😂😂😂😂 https://t.co/EQ28PFXYxn,paraphrase
62,کنترل این کرونا هم دردسرساز شده واس ما. ترامپ و ویروس کرونا یهویی... https://t.co/zsphZ4wZBp,ترامپ پیشنهاد داده انتخابات امریکا رو به دلیل کرونا عقب بندازن حاجی نکن اینکارو کل مملکت ما نشستن ببینن تو میشی یا نه که دلارا رو بفروشن یا نه #ترامپ #انتخابات_آمریکا #دلار #Trump #Dollar,nonparaphrase
63,🔷پرزیدنت ترامپ چهار فرمان اجرایی به منظور ارائه حمایت مالی از آمریکاییان در برابر آسیب‌های شیوع ویروس کرونا امضا کرد. 2/2 https://t.co/wf0fkwDOfb https://t.co/jacFevq7Lc https://t.co/317oyHr6lH,@soo3_ محبوبیت ترامپ هم سر جریان کرونا کاهش یافته. اگرچه هنوز فرصت داره که ورق رو برگردونه,nonparaphrase
64,در حالی که خامنه یی شیش ماه است که از ترس کرونا وحمله های اسرائیل از زیر زمین بیرون نیومده ،ولی ترامپ شجاع رفته از محلشون پیتزا بخره #رستاخیز_ملی_با_پهلوی #جاویدشاه https://t.co/WMWgtOMF9A,در آمریکا، گردهمایی سراسری حزب جمهوری خواه دیروز با اعلام رسمی نامزدی دونالد ترامپ در انتخابات ریاست جمهوری، کارش را آغاز کرد. آقای ترامپ در سخنانی، دموکرات‌ها را متهم کرد که می‌خواهند از همه‌گیری کرونا سوءاستفاده کنند تا در انتخابات پیروز شوند. خشایار جنیدی گزارش می‌دهد. https://t.co/U6rQxXnjJI,nonparaphrase
65,@saiuron ترامپ تلاش کرد گندی که کارتر و اوباما و دموکرات ها خاورمیانه زدن جبران کنه تا حدودی به هدفش رسیده برنامش این بود در چهار ساله دوم ریاست جمهوریش کار حزب الله و ج.ا تموم کنه که متأسفانه چین با ویروس کرونا و همدستی دموکرات ها ممکنه مردم آمریکا فریب بده تا به ترامپ رای ندن 😐,@savramtzedeq @kargadan الان دو تا مشکل وجود داره یکی ترامپ و اونیکی کرونا! قبل از کرونا اگر لاتاری برده بودید و یه فامیل درجه‌ی اول تو آمریکا داشتین یا اینکه میتونستین نامه‌ی پیشنهاد کاری تو آمریکا نشون بدین معافیت از قانون منع ورود ایرانی‌ها میگرفتین اما الان هیچ ویزایی صادر نمیشه بخاطر کرونا,nonparaphrase
